STRUC_Easting,STRUC_Northing,STRUC_Elevation,Leapfrog Dip,Leapfrog Dip Direction,Mute Flag
9343.079837,5880.002393,3982.382758,47.88,46.211,1
9338.092567,5877.713438,3974.948761,52.794,54.466,3
9327.519049,5873.072152,3959.522174,39.455,63.969,1
9325.58429,5872.259649,3956.758581,47.103,69.624,3
9317.478257,5868.946409,3945.314876,58.259,57.586,3
9289.295528,5858.735764,3907.806147,39.522,71.816,M
9283.881545,5856.994667,3900.960294,32.75,60.542,M
9255.872244,5848.952155,3867.070382,43.1,65.37,3
9236.266558,5844.195426,3844.59876,43.348,62.51,M
9206.881325,5838.056753,3812.159314,43.28,78.8,M
9545.915592,5995.844915,4270.514152,51.612,86.061,M
9544.49033,5995.505896,4266.899803,51.163,89.63,3
9524.484165,5990.816584,4218.048276,53.685,76.009,M
9518.215766,5989.246222,4203.520792,44.24,75.865,M
9443.17018,5969.293481,4036.050603,44.668,80.062,3
9425.862707,5966.331321,3998.062514,44.886,80.615,1
9407.625022,5963.36958,3958.68192,35.311,57.843,M
9366.157487,5955.654133,3872.056649,55.866,69.771,3
9365.874307,5955.597907,3871.474285,46.398,78.764,1
9364.9812,5955.420581,3869.637599,56.427,78.758,1
9351.732199,5952.761211,3842.517844,26.525,78.577,M
9351.447932,5952.704202,3841.936086,46.53,78.565,1
9291.817952,5939.885347,3724.314516,46.674,63.611,M
9288.8915,5939.219399,3718.775347,56.937,62.576,M
9287.28892,5938.854713,3715.741993,43.45,77.18,M
9285.314726,5938.405463,3712.005252,58.45,77.18,M
9284.106984,5938.130627,3709.719245,51.501,92.844,1
9283.177952,5937.919215,3707.960779,48.45,77.18,M
9575.82378,6006.101535,4335.798778,42.976,98.6,1
9544.304187,5975.390653,4247.769125,47.182,78.066,M
9543.578908,5974.711949,4246.149455,57.868,76.427,3
9538.071111,5969.677323,4234.06841,41.03,70.598,1
9536.681476,5968.447742,4231.100765,52.403,70.641,M
9536.522068,5968.307403,4230.761805,48.05,67.488,3
9534.370059,5966.41282,4226.185845,50.686,64.257,M
9532.553297,5964.835803,4222.382939,54.33,63.608,M
9531.253857,5963.714947,4219.681987,62.903,73.747,M
9529.422884,5962.140276,4215.8849,55.018,56.583,M
9527.944658,5960.886205,4212.851395,49.328,71.894,M
9525.437874,5958.762389,4207.711806,46.984,56.897,M
9524.111017,5957.654929,4205.01867,51.28,68.067,3
9503.009185,5940.531171,4162.92999,45.933,63.534,3
9480.122999,5922.970345,4118.828176,33.499,53.769,M
9479.544661,5922.54598,4117.743999,33.507,53.803,M
9477.202407,5920.836798,4113.367357,33.538,53.939,1
9474.810646,5919.098444,4108.908646,33.574,53.993,3
9474.251823,5918.692286,4107.866891,33.583,53.995,M
9463.96452,5911.172432,4088.659497,33.505,53.799,3
9463.318373,5910.700216,4087.450362,33.502,53.825,M
9429.133988,5884.91337,4024.261497,30.602,90.298,M
9428.145567,5884.169082,4022.564718,49.875,74.361,3
9406.186662,5867.976265,3985.034414,35.915,102.961,M
9400.910416,5864.198269,3976.028983,52.878,90.646,M
9395.541005,5860.396597,3966.841692,38.913,89.548,M
9392.879138,5858.536889,3962.279242,40.01,87.337,M
9392.213671,5858.071962,3961.13863,37.709,78.592,M
9390.952099,5857.199471,3958.977705,44.375,80.01,3
9390.403342,5856.825836,3958.038683,37.333,77.329,M
9389.687572,5856.338485,3956.813872,42.339,84.087,1
9387.688187,5854.977152,3953.392566,30.134,84.358,1
9384.452268,5852.816224,3947.864802,48.82,88.32,M
9380.351423,5850.113462,3940.866198,26.769,88.453,M
9373.473666,5845.611883,3929.140388,49.245,93.525,3
9372.906686,5845.24072,3928.174379,37.05,64.547,3
9371.830264,5844.534369,3926.341355,36.67,64.805,M
9361.794429,5837.936944,3909.285698,50.67,95.347,M
9347.445736,5828.570758,3884.965962,84.671,49.394,M
9345.269264,5827.163273,3881.262943,1.013,237.139,1
9344.460309,5826.640137,3879.886599,38.895,66.861,M
9342.006244,5825.062271,3875.715753,60.623,41.695,3
9339.08156,5823.190419,3870.749266,48.326,63.88,1
9336.660451,5821.657539,3866.651895,42.777,74.37,3
9333.897813,5819.91377,3861.981017,24.689,93.273,M
9333.363274,5819.579104,3861.07976,38.318,61.628,1
9331.416594,5818.365988,3857.802751,35.733,78.832,M
9329.713249,5817.304511,3854.935369,40.204,70.256,M
9329.469914,5817.152872,3854.525743,40.175,72.271,M
9327.465872,5815.911302,3851.171302,42.024,56.43,3
9325.800636,5814.88243,3848.3913,41.501,74.865,1
9324.33131,5813.974602,3845.938357,59.23,58.48,M
9323.83071,5813.666479,3845.104777,51.521,69.909,3
9322.604469,5812.922085,3843.081757,46.951,73.14,1
9316.650694,5809.334565,3833.30008,49.809,65.86,1
9314.356295,5807.967914,3829.554682,45.282,63.114,M
9312.192993,5806.705777,3826.059398,41.937,76.13,1
9308.917079,5804.802869,3820.777608,43.459,76.579,M
9306.125777,5803.21719,3816.311709,38.339,85.086,3
9303.180427,5801.551039,3811.601217,43.445,77.132,1
9554.201049,5986.197094,4273.178736,53.864,86.471,M
9552.621947,5984.170838,4267.978666,46.675,100.718,M
9550.411505,5981.478112,4260.99993,41.761,76.277,M
9550.184374,5981.20209,4260.284232,49.851,84.588,1
9548.219639,5978.87109,4254.20593,48.573,75.639,M
9545.45373,5975.649832,4245.763465,54.291,76.294,M
9545.011366,5975.140412,4244.423761,51.04,70.556,3
9543.96444,5973.934787,4241.253129,53.094,65.011,M
9542.103435,5971.843527,4235.721113,35.754,76.982,1
9536.820552,5966.064161,4220.294656,48.87,78.095,M
9535.731844,5964.901556,4217.178077,44.717,74.551,M
9534.579661,5963.672804,4213.883746,55.907,75.459,3
9525.967948,5954.766811,4189.893818,38.701,75.398,M
9525.710223,5954.503906,4189.183565,47.189,70.666,M
9523.611537,5952.371398,4183.413131,47.223,49.224,M
9484.4989,5915.284585,4079.51715,22.95,102.872,M
9483.619071,5914.482035,4077.205914,27.782,84.94,3
9481.554666,5912.59941,4071.783373,29.281,77.225,M
9479.927302,5911.122254,4067.51609,39.717,76.792,3
9477.788331,5909.185251,4061.915842,39.488,84.368,1
9475.604537,5907.223781,4056.228692,41.328,79.037,3
9471.901878,5903.907367,4046.640595,39.388,64.976,1
9470.009452,5902.218875,4041.760256,31.284,100.103,1
9448.157326,5888.637104,3989.757375,72.086,80.934,M
9446.72905,5888.11444,3986.605105,61.477,90.509,1
9444.263218,5887.220762,3981.208729,50.722,84.025,M
9443.103735,5886.804274,3978.694346,56.134,70.273,M
9438.436033,5885.147089,3968.649148,46.364,70.609,3
9404.2739,5874.171935,3897.879019,57.16,73.049,3
9389.6563,5869.661146,3868.075868,42.224,72.78,3
9344.056115,5856.25479,3779.600984,30.322,74.308,1
9337.064445,5854.349824,3767.273126,30.536,75.169,M
9308.918022,5847.071765,3719.4126,42.119,76.294,3
9304.675741,5846.050304,3712.470005,50.377,68.228,1
9302.657409,5845.567235,3709.16804,43.839,80.996,M
9299.707538,5844.861211,3704.34209,22.624,83.249,3
9642.202475,6053.385749,4523.20018,34.958,73.056,1
9589.016354,5991.285453,4335.481983,37.173,76.974,M
9585.439784,5981.920265,4310.310592,37.608,76.918,M
9583.347681,5978.812779,4302.892888,41.799,95.738,1
9581.962214,5976.787822,4298.02642,38.379,74.682,M
9562.182964,5949.365384,4231.138704,44.795,63.085,M
9558.038135,5944.131208,4217.874272,52.888,69.472,3
9504.625472,5889.999143,4072.425592,24.66,90.36,M
9477.048842,5861.980577,4009.77136,35.209,72.846,1
9424.992503,5808.266572,3917.657135,45.509,83.708,M
9420.006623,5803.796925,3910.46054,53.535,88.229,1
9411.457823,5796.394871,3898.582816,50.615,75.389,1
9410.355986,5795.457351,3897.088355,56.534,60.663,M
9365.792642,5758.786362,3839.367882,49.58,85.689,3
9568.298485,5957.439176,4251.207503,61.345,44.708,M
9567.231147,5955.993324,4247.645144,53.623,49.774,M
9457.392919,5818.003733,3931.854865,55.147,67.684,3
9451.104499,5803.908099,3909.180756,44.03,80.203,3
9439.375786,5781.893943,3873.856002,44.043,88.521,M
9429.578507,5766.448291,3849.514829,50.254,60.271,3
9417.153635,5749.079887,3823.141229,73.824,53.38,1
9410.450492,5740.541058,3810.610021,54.56,97.275,M
9406.384467,5735.659202,3803.439957,50.167,80.974,1
9391.879324,5719.567962,3780.003474,41.101,67.059,1
9391.035638,5718.689091,3778.747178,44.371,75.617,1
9382.862938,5710.442284,3767.09496,57.54,89.59,1
9366.423997,5695.270882,3746.045202,45.488,98.942,1
9343.035876,5675.603304,3719.319905,32.669,75.076,M
9519.646587,5957.362969,4113.088058,6.383,144.851,M
9490.277022,5949.969486,4023.694718,44.823,73.009,M
9486.393503,5949.508327,4011.92759,36.812,95.143,3
9479.498009,5948.70488,3991.315256,30.11,92.068,M
9473.99808,5948.046441,3975.063333,44.149,69.38,M
9473.156219,5947.943539,3972.605556,40.801,75.635,1
9469.036624,5947.417841,3960.519224,53.112,95.428,M
9462.164477,5946.578458,3940.217259,40.964,85.801,1
9459.755788,5946.30807,3933.236066,58.332,99.319,M
9454.87739,5945.751428,3919.327315,25.546,317.568,3
9443.917018,5944.430392,3888.653615,61.292,62.26,M
9440.599112,5944.030779,3879.494242,66.089,65.809,M
9391.285688,5936.40968,3751.728205,48.267,92.914,M
9554.858375,5937.506224,4226.573157,53.615,76.69,1
9550.625873,5928.663918,4210.862561,41.622,66.923,1
9545.520605,5919.52579,4194.351122,81.088,75.801,M
9526.014132,5889.345819,4138.860946,28.332,96.073,M
9518.095444,5879.152033,4119.935213,42.577,68.984,1
9500.24728,5858.313234,4081.781099,39.814,74.938,M
9453.028048,5809.415511,4009.701265,23.428,57.533,M
9412.828326,5773.857674,3965.071287,40.286,72.911,M
9389.900934,5756.06693,3943.352244,44.54,76.81,1
9349.80895,5727.559648,3909.12139,51.785,67.099,M
9329.259364,5714.175947,3893.090073,52.859,68.816,M
9309.514325,5702.282082,3878.690072,43.344,84.909,M
9301.19519,5697.284616,3872.823931,40.659,69.573,M
9295.814956,5694.127577,3869.110051,49.947,88.502,1
9274.213771,5682.039008,3854.786353,42.757,92.437,M
9982.994022,5978.052053,4408.801067,34.943,62.91,M
9982.008185,5977.413554,4404.457055,39.233,60.369,1
9981.114347,5976.838397,4400.600859,35.336,51.325,3
9924.987691,5923.738593,4227.596992,28.955,93.108,3
9921.049453,5920.654364,4218.822773,35.358,88.635,M
9917.717468,5918.119885,4211.540344,43.269,78.716,M
9901.415921,5906.457784,4177.342543,42.587,71.401,1
9896.640463,5903.249356,4167.733174,43.964,88.438,M
9878.550047,5891.859137,4132.784184,45.344,78.522,3
9875.831012,5890.240599,4127.698203,42.613,87.862,1
9848.171344,5875.333855,4078.370294,48.137,84.418,M
9832.779638,5868.039064,4052.457395,38.433,66.76,1
9827.319847,5865.548298,4043.40608,25.584,65.601,M
9825.862468,5864.889653,4040.998937,37.31,81.788,3
9752.073334,5831.880313,3923.144958,49.589,59.092,1
9742.187148,5827.399693,3907.819329,39.164,94.687,M
9710.408215,5813.050059,3858.317345,47.628,89.794,M
9705.992235,5811.106262,3851.319476,53.394,74.968,1
9702.395732,5809.595467,3845.507334,53.918,89.552,1
9698.52668,5808.069246,3839.266331,51.382,105.912,M
9694.869058,5806.678317,3833.462299,55.843,95.14,M
9680.551455,5801.721123,3810.850546,65.784,66.518,M
9679.602336,5801.417855,3809.375554,56.99,86.975,M
9677.188435,5800.655829,3805.655017,59.27,72.528,M
9670.992816,5798.72881,3796.160255,44.89,100.048,M
9670.477795,5798.571549,3795.377617,39.602,96.566,3
9653.162714,5793.393976,3768.969821,48.155,105.779,1
9647.663029,5791.774939,3760.593994,33.96,91.415,1
9643.916832,5790.684954,3754.902961,35.731,91.069,3
9628.433296,5786.217809,3731.396515,34.372,73.892,M
9624.639348,5785.123406,3725.616533,52.501,61.33,M
9610.724261,5781.103209,3704.386939,58.383,83.864,M
9601.886778,5778.603007,3690.981364,41.534,86.023,3
9601.587038,5778.5196,3690.527823,38.929,89.501,M
9595.740205,5776.896972,3681.714686,24.533,74.663,1
9592.562882,5776.03276,3676.93999,44.582,74.67,3
9589.006255,5775.060951,3671.58688,49.156,80.082,M
9584.431872,5773.832802,3664.710171,38.918,70.929,3
9579.420681,5772.488522,3657.173384,49.198,80.145,M
9576.13516,5771.612778,3652.229864,43.434,82.467,M
9570.15481,5770.046129,3643.252619,34.491,75.399,M
9568.676198,5769.661806,3641.026412,34.495,75.491,M
9536.299103,5762.039857,3593.075584,35.13,78.018,M
9530.074948,5760.757883,3584.04801,35.264,78.528,3
9864.356651,5891.220361,4106.607932,34.046,69.146,M
9862.172555,5890.394308,4102.414209,67.982,83.086,3
9859.166805,5889.262279,4096.648451,43.168,78.613,M
9858.207814,5888.903055,4094.815068,62.502,85.318,3
9855.139895,5887.761935,4088.969074,35.937,94.951,3
9849.341235,5885.6357,4077.986615,50.016,92.96,M
9839.048906,5881.927214,4058.669425,37.819,80.891,M
9837.178517,5881.267691,4055.195723,41.629,86.722,M
9829.646725,5878.645326,4041.325081,39.529,76.24,3
9826.761385,5877.651023,4036.0434,44.435,78.34,M
9824.101867,5876.742394,4031.199708,38.292,81.593,3
9820.342456,5875.467291,4024.36956,45.186,27.301,M
9819.198904,5875.079582,4022.295441,66.631,95.011,1
9814.368404,5873.447641,4013.576902,54.897,63.686,M
9810.091016,5872.003902,4005.906864,55.56,71.302,3
9786.01599,5863.865545,3963.428876,45.785,65.94,M
9783.80712,5863.118218,3959.58019,45.884,65.924,3
9781.596086,5862.365662,3955.733766,45.928,65.815,M
9780.613338,5862.030151,3954.024486,50.106,82.084,1
9779.87308,5861.779587,3952.74416,45.729,64.169,3
9775.424658,5860.26497,3945.068399,56.369,66.142,M
9774.430614,5859.927538,3943.366043,50.865,62.576,3
9769.472525,5858.232432,3934.848776,55.322,98.949,1
9767.485888,5857.557916,3931.443149,42.698,88.31,1
9763.506327,5856.214005,3924.634552,46.011,78.435,M
9762.511939,5855.879211,3922.931876,54.578,86.425,1
9761.269266,5855.461247,3920.803245,55.208,84.019,M
9760.024839,5855.045014,3918.675301,54.607,86.561,1
9757.035262,5854.049258,3913.569334,50.885,80.261,M
9754.542339,5853.22432,3909.314362,62.203,96.422,M
9751.399768,5852.189387,3903.953096,55.765,81.803,M
9747.558982,5850.919812,3897.401265,53.017,91.677,1
9745.564785,5850.265117,3893.996188,44.129,85.63,M
9741.819683,5849.033645,3887.61593,55.777,81.887,3
9739.572586,5848.297444,3883.78728,44.14,85.721,M
9737.573563,5847.645801,3880.384448,53.083,91.859,M
9735.572814,5846.997309,3876.98203,62.216,96.75,3
9733.573355,5846.354968,3873.577685,39.555,113.76,3
9732.070367,5845.871639,3871.026721,53.126,92.022,3
9722.484702,5842.885187,3854.896228,46.819,76.642,M
9721.977818,5842.731667,3854.047995,56.747,68.115,M
9719.439939,5841.963987,3849.808913,51.869,77.52,1
9717.403643,5841.351282,3846.420983,56.236,83.339,3
9715.360714,5840.741144,3843.036584,52.178,117.952,M
9677.043354,5833.691081,3782.539585,47.107,74.486,3
9675.38786,5833.534083,3780.042668,38.854,84.383,1
9647.274044,5830.466833,3738.809833,44.897,86.51,1
9646.70242,5830.407258,3737.991483,43.129,74.659,M
9645.73066,5830.305979,3736.600287,65.322,60.129,3
9644.472187,5830.175304,3734.800519,59.922,88.985,1
9637.096536,5829.438722,3724.365192,58.388,70.194,3
9635.182798,5829.259575,3721.682754,40.519,82.762,1
9635.182798,5829.259575,3721.682754,40.07,80.87,M
9634.892223,5829.233182,3721.276712,40.686,84.781,1
9629.94266,5828.789095,3714.380735,50.706,88.277,M
9628.77385,5828.686426,3712.761061,40.852,83.654,1
9626.432695,5828.482636,3709.524175,41.048,85.076,M
9625.787257,5828.427302,3708.63516,81.083,85.103,M
9624.084393,5828.28204,3706.292269,36.182,85.184,1
9622.021948,5828.110302,3703.469713,40.691,89.06,M
9616.992488,5827.687337,3696.630455,36.55,85.16,M
9613.900591,5827.423268,3692.457881,53.127,112.304,1
9613.185749,5827.361733,3691.496,34.112,77.744,3
9607.382139,5826.855664,3683.740242,37.02,85.029,3
9602.031054,5826.39627,3676.643437,36.653,68.554,M
9599.615834,5826.195692,3673.461228,23.528,42.43,M
9596.588977,5825.948327,3669.489208,42.436,85.308,M
9566.785203,5823.306408,3630.938609,34.513,90.222,3
9565.429189,5823.175599,3629.211149,43.26,84.49,M
9562.343934,5822.874442,3625.288081,29.415,20.897,1
9559.37705,5822.577182,3621.526537,41.13,77.608,M
9558.016348,5822.438727,3619.803366,43.395,82.856,M
9553.059064,5821.91873,3613.545984,43.571,82.722,M
9547.267184,5821.306303,3606.295547,39.945,68.195,M
9801.707831,5892.394492,4001.17558,54.864,103.237,1
9800.123559,5892.476689,3998.51225,29.345,155.058,M
9709.726321,5901.523384,3837.319979,50.387,103.629,M
9697.774291,5902.314651,3815.947755,22.514,76.732,1
9685.807315,5903.068669,3794.639895,33.842,88.954,M
9682.862273,5903.238712,3789.415168,46.445,75.507,M
9676.431975,5903.582019,3778.064584,49.205,86.305,M
9659.838323,5904.419264,3749.090347,47.643,77.402,M
9654.631296,5904.670421,3740.091254,45.003,89.086,M
9651.008198,5904.837626,3733.87152,43.921,81.78,3
9644.049296,5905.134232,3722.074291,39.34,101.413,3
9629.261805,5905.727437,3697.309393,44.067,66.994,M
9614.616995,5906.341464,3672.867601,31,92.518,3
9608.106566,5906.644022,3662.025783,31.002,92.844,M
9595.863782,5907.330176,3641.627726,41.352,74.862,M
9593.699877,5907.469135,3638.030755,50.538,69.029,M
9587.896043,5907.870907,3628.40181,39.324,61.852,1
9569.29798,5909.158364,3597.546389,35.69,77.718,M
9561.559535,5909.69406,3584.707795,49.374,80.939,3
9560.759895,5909.749415,3583.38114,45.495,60.123,3
9559.495949,5909.836912,3581.28417,43.597,79.999,1
9557.432364,5909.979765,3577.860545,36.458,58.821,M
9554.569139,5910.177972,3573.110265,40.402,87.459,M
9553.305193,5910.265469,3571.013295,52.534,73.945,3
9551.344787,5910.401179,3567.760851,44.697,83.358,3
9548.662126,5910.586887,3563.310138,41.944,65.22,3
9547.681923,5910.654742,3561.683916,48.026,76.76,M
9543.271009,5910.960089,3554.365918,42.208,76.795,3
9536.357998,5911.438644,3542.896774,36.458,58.821,1
9531.895495,5911.747562,3535.493184,45.495,60.123,3
9530.605754,5911.836845,3533.353419,42.459,55.896,3
9528.490579,5911.983268,3529.844203,42.208,76.795,M
9528.108816,5912.009696,3529.210832,48.207,64.56,M
9520.932698,5912.506465,3517.305176,36.458,58.821,M
9515.866595,5912.857167,3508.900177,21.526,39.428,1
10007.65666,5996.70367,4548.39244,50.94,100.08,3
10006.4429,5996.030595,4543.381077,54.362,80.525,M
10005.39253,5995.448127,4539.044321,60.226,73.343,M
10002.67643,5993.968618,4528.175893,60.96,69.857,M
10001.41991,5993.301919,4523.330363,55.216,81.368,1
9998.864656,5991.947181,4513.601174,60.913,78.194,M
9997.383563,5991.166815,4508.04805,49.648,87.93,M
9995.598712,5990.236493,4501.448141,53.971,93.319,M
9993.95051,5989.387053,4495.427194,53.28,97.337,1
9992.691746,5988.739858,4490.840621,52.478,101.228,M
9991.616502,5988.189865,4486.974892,60.033,112.876,1
9988.962322,5986.839787,4477.480954,39.234,111.173,3
9978.745132,5981.783187,4441.860966,37.986,61.338,3
9976.958073,5980.921212,4435.776278,37.492,53.282,1
9975.667426,5980.304479,4431.404342,43.141,64.546,1
9974.202012,5979.610215,4426.463638,35.32,51.623,3
9968.2737,5976.828793,4406.721364,35.59,52.151,3
9964.867408,5975.256942,4395.533586,33.046,39.699,1
9899.726189,5940.169876,4274.919983,39.632,62.822,1
9790.505084,5890.02606,4134.958208,43,68.94,M
9785.046317,5887.942113,4128.716334,43.214,69.252,M
9749.46122,5875.340588,4089.621104,42.779,70.565,3
9736.02715,5870.942395,4075.472699,53.149,77.771,1
9733.589963,5870.16412,4072.940032,76.921,269.965,1
9731.626673,5869.537177,4070.899828,62.343,95.36,M
9724.745232,5867.370006,4063.831762,43.889,47.111,M
9721.254558,5866.276604,4060.277955,58.011,61.287,3
9718.372711,5865.372936,4057.359336,59.451,38.502,1
9715.419835,5864.448422,4054.373415,79.494,51.643,3
9712.659126,5863.592255,4051.608371,70.628,79.421,3
9710.933682,5863.057151,4049.880219,62.897,67.949,3
9693.85237,5857.870239,4033.100382,52.889,68.268,M
9684.58067,5855.11265,4024.118706,46.489,95.614,3
9679.369207,5853.594529,4019.089227,46.424,74.815,3
9675.278273,5852.424563,4015.147725,51.374,86.247,1
9645.997811,5844.082631,3987.543773,42.081,83.102,3
9642.985815,5843.133157,3984.774955,48.955,79.135,M
9638.968363,5841.864917,3981.085559,45.806,82.655,M
9637.820797,5841.503406,3980.030855,51.627,76.148,1
9636.172048,5840.986404,3978.512851,36.829,0.814,1
9617.816462,5835.189554,3961.484812,32.898,113.143,M
9616.319768,5834.717774,3960.089353,36.38,72.614,M
9614.604877,5834.186599,3958.496557,38.206,78.767,M
9606.655403,5831.753543,3951.14167,43.028,86.505,M
9602.125334,5830.395977,3946.979283,40.813,82.14,M
9600.107605,5829.795616,3945.133114,34.73,73.408,1
9595.135353,5828.316007,3940.583668,52.771,67.602,3
9577.791844,5823.09356,3924.838262,50.118,50.918,3
9567.947099,5820.117365,3916.016399,24.993,63.081,1
9554.346318,5815.938979,3903.80486,39.33,72.819,M
9547.431047,5813.795723,3897.576864,49.289,72.748,3
9527.968809,5807.760145,3880.246508,37.817,104.702,M
9462.340571,5788.008993,3825.701383,52.792,73.773,3
9398.18934,5769.339152,3774.138238,41.139,76.563,3
9385.43112,5765.62451,3763.7285,44.753,82.991,M
9377.027162,5763.21485,3756.970722,39.533,74.2,1
9372.696431,5761.996721,3753.536115,41.859,84.08,M
9369.956436,5761.233029,3751.378815,39.649,84.339,1
9365.161366,5759.907743,3747.628639,46.587,93.871,1
9362.24937,5759.114805,3745.369407,45.62,81.135,3
9359.892687,5758.482893,3743.556032,33.446,97.53,1
9356.714265,5757.630643,3741.110361,36.888,61.855,1
9350.253969,5755.929205,3736.184975,38.889,83.958,M
9345.942976,5754.804039,3732.909281,45.769,87.261,M
9764.348745,5890.529391,4090.332264,55.399,81.053,3
9763.429035,5890.304169,4089.234125,50.53,79.808,1
9747.020148,5886.551279,4069.880284,72.324,46.589,1
9720.874306,5881.337417,4040.063238,62.427,79.793,3
9704.792418,5878.587074,4022.462389,43.2,80.809,M
9661.559593,5872.790172,3977.333599,49.013,71.426,3
9660.308379,5872.659768,3976.07429,43.066,66.874,3
9655.005329,5872.110905,3970.742527,49.431,76.77,1
9645.381479,5871.220476,3961.203017,63.585,69.477,1
9628.680019,5869.812508,3944.802409,46.964,60.508,1
9624.556031,5869.490469,3940.794147,49.539,68.696,1
9620.285243,5869.167847,3936.663918,38.824,69.998,3
9616.966894,5868.94842,3933.485839,45.564,77.948,1
9584.262561,5867.027416,3902.390707,49.251,98.44,3
9562.217518,5865.257591,3880.88248,45.7,85.16,3
9529.739957,5862.260116,3849.014568,37.194,75.981,M
9526.257386,5861.908701,3845.585544,29.632,63.994,3
9520.18178,5861.293706,3839.601291,45.572,84.139,M
9519.862011,5861.261337,3839.28633,48.098,70.847,M
9454.865606,5854.280814,3774.835142,65.387,83.737,M
9450.936147,5853.84908,3770.939572,45.4,83.756,M
9450.228137,5853.77129,3770.237668,45.389,83.77,M
9447.256857,5853.448415,3767.286868,45.342,83.829,M
9367.699485,5844.022263,3687.173131,44.815,82.538,3
9357.899959,5842.762924,3677.325138,45.373,82.957,3
9840.662339,5856.301808,4040.141432,27.901,89.337,M
9839.296652,5854.824545,4036.614941,40.108,94.051,M
9837.908181,5853.373419,4033.109519,18.675,101.693,M
9836.736229,5852.148583,4030.150734,37.136,88.284,1
9835.40487,5850.770871,4026.811313,38.931,82.418,M
9756.573609,5786.662651,3880.138343,42.522,71.015,M
9756.00491,5786.294561,3879.310098,41.528,79.673,1
9753.230507,5784.498833,3875.269498,50.814,89.001,M
9627.95912,5724.72267,3717.30948,47.394,72.791,3
9898.460323,5920.05525,4225.866807,35.713,72.978,M
9885.520018,5905.070817,4200.945876,48.747,75.856,M
9884.051459,5903.459724,4198.246133,49.767,83.258,1
9882.455801,5901.722331,4195.331071,45.27,79.336,1
9880.987634,5900.156325,4192.694386,45.688,74.54,1
9879.294924,5898.350812,4189.654442,51.988,82.118,3
9876.222501,5895.147217,4184.241846,44.261,76.504,M
9862.063356,5881.297007,4160.553735,41.033,77.971,3
9860.64304,5879.97206,4158.267424,48.254,81.738,M
9859.491648,5878.921374,4156.442544,42.736,70.032,3
9822.359598,5848.835403,4101.818233,22.797,86.97,M
9820.515451,5847.49286,4099.229952,38.444,77.091,M
9819.387582,5846.671768,4097.646974,45.972,74.92,3
9817.861955,5845.577635,4095.516031,41.022,77.135,M
9735.312797,5794.671506,3990.161674,60.04,39.177,3
9647.166169,5760.614596,3894.365529,52.585,91.165,M
9583.918936,5742.918838,3837.694688,49.26,56.556,1
9581.426374,5742.306895,3835.557352,49.721,102.539,M
9580.999934,5742.204516,3835.193254,62.989,109.187,1
9565.078339,5808.105374,3806.882025,42.323,84.47,3
9461.960112,5808.664641,3628.597521,36.005,65.087,M
9921.211656,5955.67326,4283.693125,85.328,199.087,3
9911.727309,5952.060335,4265.812824,84.07,235.456,M
9837.551084,5926.160755,4134.394431,44.722,82.245,M
9831.88614,5924.298191,4124.526297,52.29,81.266,1
9830.981721,5924.004114,4122.951132,41.903,80.936,3
9826.873061,5922.679084,4115.80371,45.781,77.658,M
9824.984833,5922.079344,4112.525935,50.705,78.956,M
9804.011968,5915.540499,4076.448885,45.347,66.425,1
9659.363542,5891.040768,3894.333014,37.86,72.113,3
9519.233829,5902.792238,3777.645827,66.261,63.961,3
9461.325902,5913.983256,3740.396974,41.278,82.835,3
9356.234012,5928.605022,3680.93202,47.124,61.026,1
9765.929585,5903.607158,4015.670347,61.412,66.834,1
9740.423576,5895.897503,3978.186506,53.932,85.201,1
9638.861883,5874.54213,3831.256367,36.641,67.858,1
9625.148425,5874.86775,3811.3561,52.882,59.709,1
10237.68689,5861.015426,4094.200267,42.753,63.775,1
10235.42852,5860.355461,4088.778798,47.799,62.525,3
10234.21336,5860.000353,4085.861662,33.611,49.933,1
10195.96363,5851.021154,3993.033212,40.313,97.092,1
10194.49943,5850.815567,3989.359623,41.708,76.792,3
10192.68761,5850.566412,3984.835285,41.305,71.887,M
10192.3052,5850.513824,3983.880353,41.325,71.929,3
10188.8969,5850.045127,3975.369405,42.067,77.254,1
10184.94942,5849.526115,3965.740136,42.521,82.552,M
10184.79724,5849.506297,3965.370745,42.363,87.617,M
10183.93365,5849.393829,3963.274449,37.483,86.83,M
10182.72005,5849.23578,3960.328554,47.787,82.631,M
10159.21315,5846.163628,3907.246299,43.366,68.329,3
10147.12059,5844.666895,3881.460617,54.843,71.088,3
10145.57721,5844.485044,3878.279971,45.869,83.209,M
10144.56137,5844.365351,3876.186494,34.938,74.52,3
10143.85944,5844.282644,3874.739929,50.167,94.111,M
10142.75641,5844.152677,3872.466755,50.239,72.505,M
10140.52854,5843.890174,3867.875482,46.198,83.627,3
10138.12413,5843.621732,3862.958551,44.705,97.999,1
10136.82523,5843.493915,3860.346481,40.807,76.304,M
10095.7166,5837.703886,3768.469424,48.682,75.194,M
10092.09843,5837.115926,3760.216907,48.03,34.224,3
10089.15466,5836.632703,3753.510474,53.424,20.429,M
10082.23764,5835.464018,3737.806051,56.986,60.115,3
10078.61859,5834.814613,3729.602348,53.922,85.99,M
10076.83503,5834.492414,3725.560072,53.291,92.073,3
10072.1796,5833.650531,3715.034411,47.472,96.402,M
10069.47877,5833.161168,3708.955351,63.291,93.993,M
10002.20778,5822.209501,3577.391164,39.136,92.982,1
