STRUC_Easting,STRUC_Northing,STRUC_Elevation,Leapfrog Dip,Leapfrog Dip Direction,Mute Flag
9795.17,5300.95,3381.86,57.44,105.845,3
9981.82,5261.09,3710.15,37.859,125.784,M
9983.67,5260.63,3709.26,29.416,128.893,M
9907.32,5256.22,3533.3,51.617,59.445,M
9905.29,5256,3528.95,63.467,46.02,M
9899.81,5255.29,3517.19,65.094,78.738,3
9895.44,5254.69,3507.82,39.318,72.032,M
9872.81,5251.41,3459.56,41.047,58.195,M
9867.79,5250.68,3448.91,54.567,69.534,M
9973.56,5269.45,3632.47,40.163,71.175,M
9934.93,5279.65,3488.08,44.43,183.023,1
9922.65,5281.24,3443.76,58.421,124.602,3
9919.68,5281.56,3433.12,36.592,130.399,3
9913.77,5282.14,3412.23,34.127,116.555,1
9910.59,5282.45,3401.06,45.813,102.441,1
9902.58,5283.15,3373.15,34.698,112.606,M
9899.65,5283.31,3363.1,42.058,128.497,3
9896.68,5283.46,3353.01,37.771,124.412,1
9889.68,5283.72,3329.35,43.13,121.791,3
9888.24,5283.71,3324.51,31.544,124.64,1
10010.66,5208.97,3715.61,42.234,140.961,3
9979.78,5217.05,3549.01,43.781,136.523,1
9978.69,5217.37,3542.86,34.999,120.93,1
9967.58,5220.14,3482.41,40.267,120.792,3
9965.03,5220.68,3469.12,49.039,134.819,M
9892.65,5373.37,3601.53,65.107,82.598,M
9876.25,5376.49,3575.73,40.602,60.044,3
9873.35,5377.03,3571.21,58.982,78.514,M
9870.94,5377.47,3567.46,38.894,58.44,M
9861,5379.36,3552.08,54.699,50.093,3
9853.43,5380.85,3540.42,40.932,123.138,3
9851.65,5381.21,3537.69,41.968,121.974,M
9817.37,5388.19,3485.9,44.385,84.457,M
9812.46,5389.25,3478.52,48.138,70.121,3
9808.56,5390.11,3472.68,40.53,79.895,M
9806.14,5390.65,3469.04,48.285,80.586,1
9802.99,5391.36,3464.31,45.276,86.428,M
9799.93,5392.04,3459.73,44.477,84.918,M
9792.26,5393.73,3448.24,42.005,91.74,M
9788.92,5394.46,3443.27,43.664,83.309,M
9783.49,5395.63,3435.17,49.771,72.033,M
9774,5397.69,3421.09,51.329,74.457,M
9771.17,5398.32,3416.91,50.371,63.618,3
9765.11,5399.63,3407.96,47.545,78.239,M
9759.74,5400.75,3400.04,47.539,78.068,1
9755.59,5401.61,3393.93,49.663,81.636,M
9753.96,5401.95,3391.52,47.539,78.068,M
10089.86,5367.54,3974.76,49.173,81.35,M
10086.92,5368.3,3970.66,52.935,77.192,3
10078.4,5370.41,3958.75,48.211,70.252,M
9856.82,5422.55,3662.5,59.024,83.305,3
9852.5,5423.72,3657.22,57.561,80.678,1
9814.97,5433.01,3609.67,87.776,1.916,3
9809.22,5434.31,3602.17,51.121,91.826,3
9783.95,5439.99,3569.11,46.048,83.096,M
9771.49,5442.62,3552.66,36.946,68.497,M
9761.3,5444.72,3539.08,66.137,75.18,M
9760.73,5444.84,3538.31,56.281,78.581,M
9754.62,5446.11,3530.15,59.765,65.1,1
9751.37,5446.8,3525.8,40.171,86.596,M
9749.89,5447.12,3523.82,46.144,74.586,3
9747.95,5447.52,3521.22,46.143,74.438,3
9744.67,5448.2,3516.84,49.993,78.814,3
9740.45,5449.05,3511.21,61.747,77.731,1
9739.14,5449.32,3509.46,58.443,82.761,1
9736.58,5449.83,3506.04,39.367,93.846,3
9735.43,5450.06,3504.51,36.813,84.656,M
9732.74,5450.59,3500.92,44.346,90.223,3
9730.14,5451.1,3497.45,44.379,80.794,M
9729.66,5451.2,3496.8,46.367,82.986,M
9726.11,5451.86,3492.06,52.052,80.763,M
9716.94,5453.43,3479.83,50.684,68.699,1
9955.86,5393.1,3788.91,46.538,72.217,M
9901.36,5399.9,3715.36,47.403,79.169,M
9878.35,5402.44,3685.54,51.584,87.064,M
9869.75,5403.42,3674.55,51.572,66.146,M
9802.72,5409.37,3591.68,50.19,48.318,M
9775.06,5409.08,3558.37,58.686,67.739,M
9761.93,5409.2,3542.82,58.413,79.64,M
9746.65,5409.72,3524.97,56.388,75.69,M
10093.47,5346.28,3968.46,61.811,84.501,M
10080.19,5341.47,3947.3,58.369,77.241,M
9816.53,5275.04,3620.5,31.504,41.257,3
9796.64,5272.92,3601.77,37.978,78.52,M
9712.78,5268.26,3528.5,47.21,94.016,M
9690.83,5268.18,3510.79,45.646,79.539,1
9870.55,5354.03,3921.37,60.348,61.81,1
9852.51,5354.95,3901.84,39.942,62.2,3
9836.62,5355.38,3885.01,41.849,46.747,M
9763.64,5363.99,3813.13,41.207,82.75,3
9757.81,5365.2,3807.88,48.042,61.271,M
9725.04,5371.71,3779.97,47.085,74.679,1
9689.5,5377.87,3750.69,56.695,75.567,3
9681.56,5379.19,3744.09,37.95,26.957,M
9668.86,5381.33,3733.48,43.086,73.84,1
9652.99,5383.94,3720.15,46.308,72.58,3
9612.44,5390.15,3685.9,44.028,64.748,M
9605.03,5391.23,3679.62,68.581,70.58,M
9570.88,5396.65,3650.45,57.244,76.178,M
9568.3,5397.06,3648.23,44.037,72.665,3
9562.57,5397.97,3643.29,36.013,76.832,3
9550.87,5399.76,3633.21,52.65,53.736,3
10026.45,5451.88,3404.54,60.271,91.997,3
9997.76,5471.69,3345.16,15.387,103.34,1
9983.69,5480.26,3321.91,51.141,72.549,M
9980.64,5481.98,3317.25,39.942,87.057,M
9972.63,5486.3,3305.55,47.413,74.799,3
9965.36,5490,3295.56,40.087,77.027,M
9962.69,5491.31,3292.05,44.331,71.176,1
9961.14,5492.06,3290.04,37.444,67.572,3
9936.83,5502.98,3261.51,38.318,68.26,M
9935.03,5503.75,3259.55,52.76,66.416,M
9934,5504.19,3258.43,42.107,61.299,M
9931.76,5505.14,3255.99,42.414,61.378,M
9928.78,5506.4,3252.77,24.995,50.605,3
10014.38,5356.32,3290.48,45.476,88.902,M
10012.25,5355.28,3279.28,46.441,47.978,1
10010.07,5354.21,3267.9,46.734,75.748,M
10009.58,5353.97,3265.34,46.179,83.679,1
10008.43,5353.42,3259.37,40.902,87.039,1
9822.15,5423.1,3479.4,49.658,80.795,3
9818.02,5424.77,3473.37,47.912,69.831,M
9816.36,5425.43,3470.96,49.996,71.905,1
9811.3,5427.48,3463.68,45.502,76.091,3
9805.92,5429.68,3456.04,42.179,64.967,3
10516.83,5191.58,4043.07,47.228,76.86,1
10511.6,5187.41,4025.13,50.155,61.772,M
10444.92,5143.91,3833.27,52.456,96.809,M
10438.1,5140.09,3816.25,59.663,67.721,3
10436.74,5139.34,3812.92,59.466,71.162,3
10430.57,5136.01,3798.13,49.45,75.603,3
10428.38,5134.85,3793.02,57.723,86.017,M
10390.74,5120.17,3703.73,52.511,91.172,1
10377.38,5115.49,3674.64,55.158,85.687,1
10365.82,5111.47,3650.79,57.458,77.01,M
10337.98,5102.05,3596.58,48.298,81.365,3
10331.23,5099.92,3583.91,39.092,104.1,3
10329.05,5099.23,3579.84,43.467,79.902,1
10285.49,5084.32,3469.3,41.049,82.028,3
10211.97,5064.23,3310.43,69.034,87.492,1
10211.44,5064.11,3309.48,69.027,87.514,3
10208.88,5063.53,3304.88,45.02,99.133,3
10205.87,5062.87,3299.5,27.649,86.939,M
10199.15,5061.41,3287.56,54.107,88.315,3
10190.53,5059.64,3272.33,39.771,74.725,M
10188.61,5059.26,3268.94,38.35,35.919,1
10177.49,5057.13,3249.5,45.296,35.562,1
10169.96,5055.74,3236.47,40.066,85.063,1
10156.55,5053.4,3213.55,40.383,75.389,M
10153.97,5052.97,3209.17,50.704,76.564,1
10138.35,5050.67,3182.96,40.732,76.682,1
10134.59,5050.13,3176.69,45.594,74.765,3
10081.8,5098.74,3271.82,48.108,71.03,M
10077.26,5099.8,3268.26,58.814,73.52,M
10075.17,5100.28,3266.65,52.911,71.428,3
10072.05,5100.99,3264.26,46.878,71.042,M
10067.44,5102.02,3260.79,43.131,72.021,3
10063.41,5102.9,3257.8,39.557,74.306,1
10058.96,5103.86,3254.56,42.06,50.315,M
10056.74,5104.34,3252.98,35.94,68.848,M
10046.02,5106.59,3245.49,41.444,66.294,M
10044.26,5106.95,3244.28,43.992,65.452,3
9994.56,5116.35,3213.63,50.746,65.9,M
10407.44,5227.75,3918.84,47.478,66.386,3
10240.45,5251.45,3663.41,37.354,82.565,M
10236.8,5253.29,3657.81,80.131,87.015,M
10218.77,5262.32,3630.27,47.583,73.773,M
10195.9,5273.18,3595.38,26.669,68.557,3
10178.45,5281.18,3568.79,34.299,60.898,M
10147.4,5294.72,3521.57,31.71,96.225,1
10144.43,5295.97,3517.09,41.065,64.247,1
10107.54,5311.31,3461.83,39.101,70.95,M
10103.22,5313.09,3455.42,35.217,69.06,M
10029.37,5341.75,3362.05,30.567,87.276,M
9999.14,5352.51,3332.45,38.683,60.632,1
9990.1,5355.69,3324.51,32.885,82.862,1
9980.12,5359.2,3316.12,33.505,73.701,3
9975.18,5360.92,3312.09,38.653,71.386,1
9968.13,5363.37,3306.46,24.211,96.84,1
9957.88,5366.86,3298.56,40.058,71.982,3
9955.18,5367.76,3296.53,47.705,70.558,M
9937.82,5373.32,3284.03,44.151,71.165,3
9935.43,5374.06,3282.39,49.285,63.725,3
9924.78,5377.31,3275.09,38.672,84.164,M
9915.83,5380.05,3269.01,40.823,82.436,3
9898.58,5385.31,3258.08,45.383,79.937,1
10248.28,5243.33,3675.85,48.329,92.571,M
10239.18,5244.01,3662.03,52.7,70.258,1
10228.82,5244.77,3646.37,46.602,70.049,1
10212.87,5245.85,3622.46,28.421,34.199,M
10180.24,5246.97,3573.18,38.317,56.011,1
9995.41,5252.17,3349.3,37.951,70.061,3
9988.25,5252.46,3341.41,47.863,80.468,3
9980.65,5252.73,3333.01,45.533,78.417,3
9965.47,5253.18,3316.15,39.04,60.545,M
9946.45,5253.6,3294.96,24.902,71.387,1
9931.37,5253.96,3278.13,35.207,52.241,M
10535.37,5227.22,4088.66,57.667,80.834,M
10516.92,5227.56,3990.77,58.631,78.839,1
10508.87,5228.22,3942.98,48.53,63.61,1
10461.91,5234.61,3794.5,54.467,73.96,M
10133,5348.04,3148.8,44.535,77.314,1
10128.89,5348.71,3141.37,49.966,76.302,1
10118.86,5350.36,3123.41,38.005,65.944,1
10109.13,5351.85,3106.14,44.321,63.708,3
10095.58,5353.62,3082.12,32.186,57.816,3
9988.59,5167.97,3314.83,37.806,71.513,1
9987.11,5167.78,3313.83,46.207,82.576,M
10092.73,5199.08,3268.51,50.232,50.124,M
10074.37,5197.15,3250.64,43.181,56.683,3
10067.43,5196.49,3244.04,37.009,59.469,M
10045.09,5194.98,3224.07,45.034,74.166,3
10711.53,4643.08,2728.44,64.23,94.041,3
10710.41,4643.09,2725.98,63.931,97.616,1
10706.87,4643.12,2718.04,73.557,98.465,M
10705.07,4643.13,2713.92,72.551,106.449,1
10700.35,4643.18,2703.1,63.269,94.438,M
10697.23,4643.24,2695.79,77.466,103.615,1
10692.54,4643.33,2684.74,81.603,108.832,M
9082.52,6078.94,4421.03,54.73,75.65,M
9079.35,6070.73,4371.47,60.074,33.026,1
9072.98,6051.18,4270.79,43.128,108.517,3
9062.85,6032.89,4157.73,41.246,4.812,M
9059.65,6028.85,4129.81,44.562,64.387,3
9058.21,6027.2,4118.3,49.547,66.395,1
9056.19,6024.98,4102.58,37.195,271.567,1
9053.59,6022.22,4082.84,53.808,78.009,M
9049.56,6018.19,4054.67,40.528,68.668,3
9049.55,6018.19,4054.61,46.16,61.827,M
9047.79,6016.51,4043.11,62.446,96.136,1
9046.97,6015.75,4037.89,39.548,80.741,1
9046.85,6015.64,4037.16,40.128,76.922,1
9045.2,6014.11,4026.92,31.279,121.49,3
9023.75,5999.58,3931.16,43.098,57.77,M
9023.18,5999.27,3929.16,43.316,57.91,M
9021.67,5998.43,3924.04,43.165,73.616,1
9021.39,5998.28,3923.12,43.237,73.698,1
9020.26,5997.67,3919.41,33.651,71.109,M
9019.65,5997.35,3917.43,38.65,72.875,1
9082.4,6080.69,4412.5,46.02,26.672,1
9081.28,6078.63,4392.13,45.181,69.229,M
9071.66,6066.8,4307.34,52.5,47.371,M
9041.97,6053.91,4140.16,21.401,78.193,3
9039.95,6053.48,4130.07,26.342,65.993,M
9037.33,6052.9,4117.35,18.034,109.214,M
9029.97,6051.12,4082.46,56.795,54.534,3
9028,6050.61,4073.59,51.644,51.213,3
9027.08,6050.37,4069.5,58.148,75.149,3
9021.49,6048.82,4045.19,40.069,37.692,M
9012.24,6046.22,4008.42,39.259,54.924,M
9008.88,6045.29,3996.21,43.196,74.653,M
9027.05,6027.81,4144.07,31.277,45.824,1
8995,6010.89,4071.01,49.81,58.217,M
8988.67,6007.74,4057.24,43.586,84.247,1
8974.75,6001.14,4027.68,37.725,78.251,M
8970.08,5999.06,4018.04,37.586,60.548,M
8965.59,5997.09,4008.89,40.324,85.613,M
8955.61,5992.89,3988.82,39.475,66.235,3
8954.58,5992.47,3986.78,41.219,72.918,3
8952.51,5991.63,3982.68,31.578,69.104,1
8945.88,5989.03,3969.7,44.189,85.652,M
8945.32,5988.82,3968.63,45.895,79.635,M
9087.83,6097.97,4560.7,58.947,69.364,3
9073.72,6090.7,4526.23,61.459,52.674,M
8977.04,6054.43,4290.54,48.148,107.39,M
8970.4,6052.38,4276.46,43.292,77.935,M
8969.55,6052.13,4274.67,47.295,86.128,M
8968.09,6051.71,4271.63,61.015,83.455,3
8949.8,6046.42,4234.53,52.397,60.489,M
8943.48,6044.59,4222.06,30.08,42.34,1
8943.07,6044.47,4221.27,25.06,39.561,3
8938.27,6042.99,4211.71,64.218,82.817,M
8937.64,6042.8,4210.47,56.657,90.774,M
8936.71,6042.51,4208.61,36.628,96.081,M
8934.28,6041.77,4203.84,55.084,52.583,M
8928.07,6039.88,4191.67,31.532,68.573,3
8917.14,6036.46,4170.58,68.784,65.004,M
8908.94,6033.71,4155.22,58.011,56.521,M
8890.07,6027.07,4120.08,43.27,81.802,M
8862.09,6018.02,4069.77,45.066,96.391,3
8857.61,6016.68,4061.93,31.76,88.919,M
8846.32,6013.39,4042.3,46.94,73.55,M
8845.33,6013.09,4040.56,54.721,101.532,3
9115.07,6113.69,4638.26,45.628,63.488,3
9113.78,6112.78,4634.31,50.313,92.521,3
9112.1,6111.61,4629.2,56.235,91.457,M
9105.4,6107.03,4609.35,52.447,56.202,3
8995.68,6035.49,4364.05,48.112,84.456,3
8936.3,6003.69,4249.03,39.373,55.787,1
8846.11,5967.15,4096.81,38.421,75.852,3
8844.31,5966.56,4094,38.919,105.089,1
8844.15,5966.51,4093.75,25.675,109.335,3
8843.11,5966.17,4092.13,44.879,108.422,1
8836.56,5964.15,4082.1,61.927,89.935,1
8834.96,5963.69,4079.66,43.285,81.082,M
9089.32,6096.17,4565.56,46.091,83.974,1
9087.62,6095.03,4561.22,53.573,81.179,M
9061.34,6068.69,4470.72,44.961,72.392,1
9060.02,6066.52,4463.67,43.805,75.87,M
9059.09,6065.06,4458.87,45.157,65.28,M
9058.23,6063.71,4454.45,56.508,62.791,3
9047.5,6048.09,4402.82,43.647,53.808,M
9046.61,6046.86,4398.69,46.132,51.794,1
9045.3,6045.1,4392.78,39.084,72.403,M
9044.08,6043.49,4387.35,35.661,66.265,M
9043.27,6042.45,4383.79,41.009,67.514,M
9041.64,6040.39,4376.76,46.656,67.814,M
9040.97,6039.56,4373.95,43.964,70.213,1
9039.86,6038.19,4369.27,37.713,69.501,1
9039.5,6037.76,4367.78,32.538,70.893,3
9033.28,6030.4,4342.56,37.441,81.571,M
9024.71,6020.64,4309.09,38.157,74.907,M
9023.43,6019.21,4304.15,30.154,84.893,M
9021.76,6017.39,4297.81,40.534,90.687,M
9019.54,6014.99,4289.43,51.262,39.804,M
9004.43,5999.11,4233.36,48.889,85.797,M
9002.99,5997.66,4228.15,41.545,93.472,M
8994.79,5989.32,4200.75,46.444,91.08,3
8994.04,5988.5,4198.4,57.116,76.815,M
8993.4,5987.81,4196.41,56.455,65.292,1
8988.8,5982.86,4182.24,31.706,88.488,3
8986.16,5980.07,4174.21,31.263,55.539,1
8982.02,5975.78,4161.76,35.717,57.392,1
8973.32,5966.96,4136.21,39.748,79.946,M
8971.05,5964.7,4129.65,40.579,81.101,M
8968.46,5962.13,4122.19,43.414,70.079,M
8954.85,5948.95,4083.93,44.381,62.885,M
8952.3,5946.55,4076.96,46.976,61.793,3
8951.24,5945.57,4074.1,41.164,75.209,3
8948.9,5943.39,4067.76,47.381,85.391,3
8947.49,5942.11,4064.02,33.255,92.786,3
8945.72,5940.49,4059.29,31.753,77.135,M
8943.82,5938.79,4054.31,38.46,79.16,M
8941.37,5936.6,4047.9,32.735,85.54,1
8940.58,5935.9,4045.85,32.748,85.676,1
8938.97,5934.49,4041.67,40,74.946,3
8938.28,5933.89,4039.9,42.059,80.947,1
8937.76,5933.44,4038.56,39.759,78.105,3
8935.01,5931.07,4031.55,40.938,76.505,3
8934.12,5930.33,4029.33,37.323,78.421,3
8932.25,5928.75,4024.63,36.117,59.826,M
8931.47,5928.1,4022.67,33.565,65.987,M
8929.9,5926.8,4018.77,33.453,71.174,M
8926.36,5923.9,4010,35.497,99.811,3
8924.59,5922.48,4005.66,38.78,74.945,M
8924.05,5922.04,4004.33,48.03,81.113,M
8805.14,5616.23,4473.83,38.066,40.918,M
8799.7,5614.22,4460.98,31.75,84.547,M
8797.36,5613.37,4455.52,36.575,87.791,1
8792.75,5611.68,4444.74,44.348,74.627,M
8728.95,5590.57,4305.57,43.41,92.19,M
8726.48,5589.84,4300.38,36.291,74.892,M
8947.25,6908.42,4159.44,44.678,86.323,3
8939.11,6908.88,4145.68,41.931,75.819,M
8889.07,6911.67,4065.99,46.041,80.847,M
8828.55,6916.99,3981.05,43.985,58.875,M
8760.49,4781.6,4510.19,24.146,112.124,M
8694.93,4800.42,4438.32,31.574,60.96,M
10116.29,4869.66,3377.23,42.99,92.517,M
10115.4,4869.87,3375.62,50.827,69.536,3
10114.26,4870.13,3373.53,57.203,86.236,3
10075.62,4879.81,3303.62,49.453,79.182,M
10056.99,4884.77,3270.12,35.468,68.97,1
10496.89,4803.14,4241.74,41.001,163.443,3
10454.04,4826.7,4127.25,47.593,64.083,3
10444.59,4832.4,4103.9,54.685,150.258,M
10406.69,4848.47,4021.64,43.979,154.481,M
10316.38,4921.23,3843.6,59.942,172.957,M
10259.13,4961.84,3743.6,35.286,166.933,3
10252.86,4965.82,3733.05,42.766,152.079,M
10181.72,5014.84,3617.02,53.003,155.884,3
10118.59,5054.55,3526.49,34.752,196.307,3
10115.72,5056.1,3522.58,36.317,179.846,3
10185.99,5006.86,3615.76,40.716,157.796,M
10180.95,5009.47,3606.17,66.409,142.043,1
10168.15,5015.57,3582.36,52.828,133.35,1
10025.61,5056.85,3331.87,54.145,69.8,3
10023.41,5057.15,3328.07,51.554,64.163,3
10019.92,5057.63,3322.02,41.218,68.103,3
10298.92,4906.55,3675.24,43.488,79.66,1
10296.8,4907.22,3667.56,44.671,86.013,M
10280.79,4911.52,3610.94,48.606,74.714,3
10274.28,4913.11,3588.31,47.058,65.996,1
10268.37,4914.38,3567.78,42.388,66.575,M
10262.43,4915.46,3547.66,45.53,78.245,M
10252.4,4916.67,3516.25,48.376,91.809,M
10247.3,4917,3501.09,48.699,86.433,M
10129.86,4920.47,3216.5,48.666,81.329,3
10124.89,4920.64,3205.58,51.015,67.449,M
8874.66,6678.43,4668.28,89.83,259.796,M
8872.4,6677.19,4661.72,49.315,83.343,1
8852.46,6666.57,4609.89,39.603,90.069,1
8731.6,6623.38,4358.48,48.2,79.345,M
8730.75,6623.09,4356.84,32.556,64.639,1
8677.05,6605.03,4256.56,48.719,58.292,M
8672.25,6603.44,4248.07,40.242,66.29,3
8637.25,6591.92,4188.88,41.396,92.557,M
8120.07,6821.57,5042.42,23.193,133.693,3
8064.47,6846.96,4946.1,46.974,87.806,M
8062.09,6848.38,4941.81,49.38,80.758,3
8043.41,6858.55,4911,52.261,81.266,M
8038.7,6860.99,4903.48,48.916,85.495,1
8033.1,6863.87,4894.58,44.579,98.667,3
8023.46,6868.84,4879.41,43.775,88.297,3
8011.26,6875.1,4860.39,48.653,93.884,3
8006.08,6877.75,4852.37,41.046,93.699,3
8169.49,6802.22,5094.94,58.092,87.364,M
8168.43,6802.51,5090.6,47.692,82.574,M
8161.78,6804.33,5064.38,33.9,87.129,M
8159.42,6804.99,5055.42,39.862,91.793,M
8147.94,6808.19,5014.27,36.266,95.303,M
8146.75,6808.52,5010.14,41.789,99.303,3
8145.24,6808.94,5004.93,47.069,98.868,M
8143.15,6809.53,4998.17,29.906,94.752,M
8137.42,6811.16,4979.75,37.271,92.215,1
8136.04,6811.56,4975.41,30.888,97.506,3
8131.08,6813.01,4960.11,43.976,104.937,3
8121.46,6816.78,4925.88,28.091,89.15,1
8120.1,6817.44,4920.85,55.071,67.204,1
8117.86,6818.48,4912.99,41.823,102.417,1
8111.78,6821.18,4892.48,55.265,82.693,M
8104.89,6823.96,4870.93,47.831,91.504,M
8094.8,6827.76,4841.65,45.138,98.534,M
8092.62,6828.57,4835.54,35.371,99.193,M
8091.16,6829.1,4831.63,6.918,127.35,M
8085.16,6831.25,4815.81,11.34,173.263,1
8083.69,6831.77,4812.07,11.101,172.235,1
8081.94,6832.4,4807.6,8.474,48.812,M
8048.17,6842.72,4732.15,42.93,105.46,M
8265.84,6804.37,5120.53,48.584,88.842,M
8251.72,6804.02,5078.75,61.065,81.915,1
8237.45,6803.72,5042.9,51.982,85.814,M
8235.64,6803.71,5038.46,46.955,84.068,3
8234.67,6803.7,5036.07,42.013,84.819,3
8107.32,6797.36,4790.55,50.327,95.67,1
8099.37,6797.02,4777.42,30.757,97.828,3
8097.66,6796.97,4774.6,44.45,113.307,M
8093.16,6796.83,4767.21,25.362,104.634,1
8090.93,6796.74,4763.6,44.078,101.662,1
8090.38,6796.72,4762.7,41.041,107.749,M
8088.59,6796.65,4759.81,57.655,110.058,3
8088.09,6796.63,4759,47.797,106.766,M
8082.27,6796.4,4749.61,41.183,94.257,M
8078.14,6796.25,4743,50.256,61.124,1
8074.03,6796.1,4736.43,47.077,91.25,1
8070.81,6795.96,4731.37,56.852,95.122,1
8067.89,6795.84,4726.77,52.438,91.975,M
8063.04,6795.65,4719.25,52.983,92.183,1
8057.33,6795.46,4710.62,46.691,111.758,1
8050.18,6795.12,4700.07,44.349,89.394,3
8229.46,6803.49,5023.35,31.576,115.755,1
8193.79,6796.36,4947.21,40.343,88.837,M
8183.08,6792.36,4928.37,39.568,101.634,3
8169.66,6787.68,4905.69,54.454,113.486,3
8093.93,6759.79,4785.11,40.54,96.686,M
8090.76,6758.86,4780.59,46.251,100.068,M
8090.36,6758.74,4780.02,42.143,95.532,1
8089.76,6758.57,4779.18,45.038,101.499,M
8088.4,6758.17,4777.24,53.781,87.761,1
8088.09,6758.08,4776.8,48.934,85.886,M
8088,6758.05,4776.68,47.098,99.336,M
8087.89,6758.02,4776.52,51.398,103.029,M
8086.09,6757.5,4773.98,47.118,99.282,1
8082.48,6756.43,4768.87,48.742,86.34,1
8082.08,6756.32,4768.31,56.328,76.415,1
8081.14,6756.04,4766.98,49.405,75.002,M
8080.66,6755.89,4766.3,56.237,77.608,1
8078.89,6755.37,4763.81,61.221,68.667,M
8061.36,6750.4,4739.47,35.664,108.831,1
8060.57,6750.19,4738.4,38.857,91.016,1
8060.27,6750.12,4738,40.938,98.162,3
8058.55,6749.66,4735.65,42.353,88.612,M
8058.46,6749.63,4735.54,44.375,95.459,3
8058.05,6749.53,4734.98,42.371,88.64,3
8037.2,6744.87,4707.77,45.571,98.538,M
8035.73,6744.58,4705.89,47.215,96.831,3
8220.98,6790.69,4960.27,52.627,90.943,M
8215.73,6788.53,4925.12,38.805,93.294,M
8209.21,6785.54,4889.04,66.774,109.977,M
8202.04,6780.68,4851.64,52.385,83.396,3
8198.61,6778.77,4836.12,53.887,78.531,M
8192.78,6775.96,4811.98,54.594,80.552,M
8167.7,6767.71,4730.39,50.685,73.272,M
8157.92,6765.43,4705.11,48.088,109.258,M
8151.27,6764.19,4690.28,41.439,101.826,1
8140.32,6762.59,4667.31,74.399,146.876,M
8130.45,6794.82,4728.73,54.261,93.991,3
8092.78,6805.96,4648.15,71.079,119.473,3
8926.5,6177.52,4301.67,50.624,33.184,M
8922.47,6175.97,4299,53.058,38.922,M
8918.7,6174.45,4296.45,56.726,44.618,1
8908.02,6170.18,4289.21,56.632,38.053,3
8851,6147.19,4248.7,56.598,135.778,M
8846.97,6145.6,4245.82,29.438,88.932,M
8825.94,6137.42,4230.63,80.271,49.793,M
8820.22,6135.21,4226.47,64.7,74.344,M
8813.49,6132.6,4221.59,46.059,71.33,1
8810.5,6131.45,4219.42,35.854,69.018,1
8865.37,6183.62,4234.49,31.451,74.587,M
8857.52,6183.28,4227.83,19.702,87.463,M
8985.91,6187.99,4301.37,48.418,98.255,3
8980.61,6185.47,4294.02,39.52,96.702,M
8972.55,6181.71,4282.9,75.592,84.563,3
8969.98,6180.52,4279.38,51.127,128.648,M
8952.27,6172.28,4255.15,45.529,116.789,1
8940.22,6166.55,4238.52,66.072,48.819,1
8936.15,6164.62,4232.9,45.694,75.372,M
8894.82,6145.46,4176.12,48.71,98.858,M
8833.46,6117.5,4093.56,46.404,86.717,M
8824.67,6113.83,4081.97,46.433,95.263,3
8818.22,6111.19,4073.46,49.4,68.15,M
8814.33,6109.64,4068.36,39.164,92.101,3
8812.21,6108.8,4065.58,47.994,110.69,1
8810.79,6108.24,4063.72,33.712,54.533,M
8808.78,6107.44,4061.1,35.691,62.89,3
8807.13,6106.79,4058.93,48.276,61.72,3
9061.56,6159.41,4184.64,57.019,62.36,1
9050.39,6147.16,4142.35,55.43,97.451,M
9048.79,6145.5,4136.58,53.331,79.268,3
9038.61,6135.51,4101.58,43.885,72.806,M
9035.81,6132.95,4092.56,52.03,60.393,M
9007.75,6109.66,4008.85,44.354,86.922,3
9001.33,6104.85,3991.62,42.379,72.636,3
8999.15,6103.25,3985.89,42.018,88.883,M
8976.44,6087.08,3927.3,49.184,68.251,1
8971.97,6083.91,3915.78,45.28,59.395,1
9045.54,6180.43,4246.67,47.442,90.63,M
9040.94,6177.2,4234.84,45.048,101.48,1
9037.75,6175,4226.71,36.113,84.522,3
9031.58,6170.79,4211.22,45.513,38.284,3
8961.8,6126.84,4051.84,39.841,89.402,M
8959.75,6125.62,4047.49,29.717,90.304,1
8940.5,6114.33,4007.42,46.277,63.708,3
8927.63,6106.9,3981.29,37.712,58.037,M
8919.96,6102.57,3965.96,53.593,73.736,M
8917.74,6101.35,3961.58,48.32,74.4,M
8912.63,6098.56,3951.55,36.134,76.414,3
8909.2,6096.71,3944.85,68.421,78.961,1
8907.92,6096.04,3942.39,47.319,79.701,1
8903.45,6093.71,3933.85,47.871,70.773,1
8903.19,6093.58,3933.35,57.6,62.58,M
9239.33,6330.53,4842.16,51.32,62.404,M
9237.58,6329.06,4836.61,69.417,78.051,3
9235.36,6327.22,4829.8,71.502,70.435,3
9232.87,6325.16,4822.37,71.41,74.246,M
9229.85,6322.67,4813.72,40.436,74.584,3
9227.54,6320.8,4807.38,61.267,78.909,M
9225.18,6318.88,4801.07,41.546,74.629,M
9184.55,6287.19,4725.19,39.883,68.06,M
9182.27,6285.45,4721.85,37.869,84.488,M
9179.36,6283.27,4717.6,38.918,76.926,1
9176.74,6281.35,4713.8,44.362,83.356,M
9131.01,6252.2,4650.99,47.11,84.862,3
9123.22,6247.83,4640.86,16.324,98.431,M
9118.86,6245.42,4635.26,35.654,109.102,1
9080.73,6221.87,4584.15,58.854,80.484,M
9064.99,6211.22,4562.25,33.147,77.844,M
9063.78,6210.43,4560.59,68.447,72.367,1
9026.64,6188.15,4512.39,49.139,79.109,1
