Easting,Northing,Elevation,DipAngle,DipDirection
10053.3786,6736.242432,3437.018372,47.7408158,74.5747064
10091.96655,6705.215291,3404.593475,48.29227546,75.27489451
10125.70251,6743.887817,3356.280294,48.98093942,74.98502559
10162.81462,6716.709595,3322.589956,49.55278393,75.63674962
10194.52873,6751.307048,3275.938812,50.17249837,75.47093717
10230.95215,6716.725342,3243.435089,50.73698967,76.12479389
10266.94775,6745.319702,3191.660263,51.34806707,75.94549789
10304.17631,6710.211995,3156.549367,51.84632066,76.72287459
10339.95369,6740.058431,3102.896678,52.44767619,76.60982594
10372.50456,6708.687297,3070.663653,52.85585634,77.20506098
10401.65446,6739.459066,3023.853486,53.2287167,77.14405031
10433.18111,6707.728597,2991.573677,53.74436622,77.64775779
10456.31816,6739.099731,2951.438377,53.96473413,77.54400765
10492.44946,6707.213053,2911.688368,54.59161511,77.89333031
10515.27376,6738.943522,2870.83475,54.69020814,77.81795916
10556.07247,6707.093384,2823.183609,55.41873986,78.22515527
10578.48824,6738.980062,2781.763657,55.56332483,78.11564011
10618.3208,6707.369222,2733.565938,56.28217789,78.51430441
10635.16797,6739.21936,2699.319122,56.28840921,78.50954258
10656.28125,6739.21936,2668.055684,57.04720041,78.65098615
10653.7865,6794.050659,2655.165385,57.04985541,78.62204232
8507.989156,6732.274618,4628.602295,32.52226793,74.10903248
8503.826121,6793.118693,4624.739665,30.53286686,85.55829577
8547.007507,6823.168376,4596.895264,32.11707389,84.05754055
8542.413737,6888.411011,4598.270223,32.01528551,92.78744294
8558.197408,6917.230347,4589.289591,32.01527705,92.78745389
7955.012838,6704.92159,5020.143433,27.02408141,113.9627028
7909.310628,6734.760579,5046.285319,24.82757971,113.0592466
7916.342326,6793.775838,5053.069661,24.72618915,109.6232336
7868.782674,6831.668254,5078.853923,23.76005796,108.8502176
7873.648804,6888.270142,5084.787109,23.71463049,108.4466959
7830.710449,6917.341431,5106.810465,23.90531834,108.6732341
7852.945923,6945.245321,5101.433431,23.90593452,108.6786427
8005.120931,6735.782511,4999.823446,29.35138509,104.5910686
8009.233643,6794.713338,5005.960368,29.36873885,104.6671467
8058.561768,6831.816366,4979.224609,36.39447935,94.03658916
8059.520142,6889.041992,4981.6427,36.40614459,94.45439085
8100.811605,6917.306722,4953.373657,35.77174868,95.1772813
8051.654419,6713.492269,4969.135498,32.9222941,106.7681904
8095.894307,6741.004395,4942.700765,38.42165205,99.45296361
8133.987467,6709.921387,4908.558309,38.81636799,99.73565139
8177.852173,6739.618001,4870.640706,46.20836837,91.86199576
8215.302063,6711.409465,4834.649984,41.57189049,86.58625943
8252.462992,6741.328166,4799.131714,43.16960409,85.81176252
8288.619609,6710.800822,4771.870036,38.06193056,80.30174027
8327.921468,6740.636515,4739.67334,35.15543399,82.29972829
8376.324504,6704.64978,4712.745605,31.55610406,77.40956462
8852.59109,6629.813436,4419.508626,32.40834684,69.83839679
8861.785421,6570.098551,4430.852743,33.56227263,60.59097793
8825.740921,6534.425496,4462.991577,33.06614117,60.68505199
8832.236547,6480.14799,4477.527222,33.9010907,57.71290612
8795.327001,6453.252238,4513.150106,42.52710409,57.13924367
8807.667501,6392.594076,4532.582235,42.13786405,59.15762914
8894.990725,6657.132731,4386.721395,34.79439285,68.87139257
8939.857292,6624.482544,4366.473633,34.32750167,67.36871665
8949.844089,6571.867269,4375.266642,35.80922759,63.7179293
9005.154141,6529.761271,4351.98763,36.68514298,65.18075752
9014.537088,6474.191772,4362.400146,36.05423109,66.42241868
9057.93547,6438.604655,4342.41866,37.21101189,70.05080973
9060.813075,6386.209554,4352.838745,36.73623605,72.71828379
9106.239652,6357.759969,4323.635498,40.35401107,77.94035154
9103.129883,6298.366699,4334.068481,40.05585349,83.87091844
9145.020645,6268.889282,4304.223063,37.69607464,79.90774215
9144.103277,6214.450562,4311.819458,37.59308906,81.41919359
9195.011246,6183.163656,4281.870321,33.3578661,71.75119558
9204.358775,6126.090291,4289.435018,34.79195455,67.3975684
9254.086517,6089.32194,4263.59904,39.32486723,74.17990186
9261.041484,6032.522502,4275.111328,41.53684448,65.52372632
9304.417084,6004.630717,4248.363322,43.32063861,68.8090511
9312.356547,5946.007406,4258.916463,42.86649366,73.39519117
9356.591115,5916.139058,4227.74764,42.60528338,73.0360681
9359.560679,5847.424784,4241.056234,42.03412149,77.4286697
9401.432068,5817.750977,4210.636027,41.38345323,76.59842206
9406.126292,5757.52592,4218.257406,41.35494091,78.12002719
9448.098857,5728.393453,4189.178548,39.34011894,75.43640143
9453.789398,5669.65096,4196.634318,39.26725125,75.7842027
9497.687113,5639.954346,4169.625203,37.22989101,72.95097771
9505.512349,5584.842611,4175.715617,37.02480265,74.15424197
9550.06602,5557.215271,4147.839762,38.43311892,76.23350676
9554.955139,5496.142731,4156.951497,38.65614103,73.3627459
9598.079325,5465.572123,4129.209066,40.5311111,76.05216237
9603.241374,5402.666066,4140.115967,41.13738137,71.07491019
9647.218262,5374.433614,4111.443156,41.4843546,71.59133955
9650.777547,5322.563517,4123.149007,41.58177886,71.02647253
9692.776347,5288.45782,4098.258789,41.2391714,70.20267407
9698.942342,5228.493169,4107.525472,38.65986051,76.89387546
9751.341715,5191.713593,4070.901978,40.96988279,79.81845061
9756.513896,5136.681447,4072.506999,40.68196419,85.27029209
9796.135193,5107.786657,4038.822021,42.90223017,88.35072039
9795.104106,5048.393407,4038.554972,42.97414977,94.18602151
9830.690226,5018.744756,4000.696615,47.3308014,95.65581999
9826.639994,4958.060214,3997.014364,47.4920897,98.30024128
9853.477722,4927.751737,3959.996236,51.18820779,100.4692329
9853.084757,4868.358487,3949.342936,50.8669271,96.85568448
9889.649516,4839.937846,3898.593343,52.85974207,97.54822952
9886.502218,4780.956818,3896.291178,52.63656767,92.01570449
9917.821777,4751.639603,3858.836507,48.18426069,86.90544924
9915.060059,4692.246358,3865.914897,48.19750526,86.19788937
9953.019002,4658.202098,3832.24526,41.82627124,79.16394722
9953.203166,4601.901622,3839.655436,40.97843583,84.12640145
9968.724711,4575.677175,3828.57489,40.978452,84.12642432
8808.289057,6654.61853,4441.494263,33.48675489,72.01690096
8772.388601,6617.537882,4472.429159,34.68047647,71.43664909
8726.473546,6643.495402,4498.094116,36.24616812,73.0982809
8690.414429,6615.939006,4530.212565,37.95265219,72.12865708
8641.122559,6653.019653,4556.977254,36.9037731,70.52755968
8795.802602,5914.004862,4682.714396,33.70803452,74.37005021
8749.856761,5942.343262,4710.440877,37.74118241,80.34242899
8744.883174,5997.765259,4706.067301,38.14396955,77.54407753
8703.248545,6027.461894,4736.276937,42.06462292,82.39791018
8698.000621,6084.299154,4731.314535,42.98268159,76.86699996
8656.683665,6115.797078,4761.247396,42.03552855,75.65753895
8651.574198,6179.625529,4749.176066,42.48954755,71.65603957
8845.30232,5824.443766,4663.919515,33.00413216,78.1051126
8845.884519,5761.169332,4670.743815,32.62622505,81.84463731
8803.531916,5731.787435,4699.391724,31.33687467,82.92546615
8805.501536,5671.861837,4701.966838,31.24132618,85.25081443
8757.635493,5649.575663,4730.774333,29.40151473,87.02188359
8758.747208,5590.477051,4731.788289,29.36944513,87.29979119
8718.77921,5560.615194,4754.029541,27.63835366,89.36674559
8718.745346,5486.60081,4753.781942,27.64491163,91.42514051
8671.86618,5456.859497,4776.402832,24.90045359,92.89721004
8665.91097,5397.509308,4777.566772,24.82332731,93.89159033
8622.24528,5375.476929,4795.783976,23.00533467,96.895502
8620.930695,5315.906321,4793.128906,23.03651717,97.66200165
8565.699239,5286.482778,4813.161906,21.25230626,101.4463236
8560.854492,5225.622762,4810.603312,21.17010909,100.0650993
8503.536306,5196.861074,4829.250854,19.67411183,104.4645899
8506.10493,5136.106392,4822.964884,19.66422109,104.3145718
8450.395935,5100.17249,4838.137248,18.79157402,107.5397429
8451.282939,5040.393909,4831.67277,18.83472165,107.8218127
8397.519165,5011.78564,4845.59554,18.30125741,110.9991476
8392.12321,4960.257559,4841.119629,18.32394706,111.1911757
8342.58726,4936.675252,4853.174642,17.55505868,113.3765418
8330.648254,4878.105448,4849.0059,17.63774188,114.8780825
8286.865275,4846.583895,4857.145793,17.1016568,116.0082504
8273.872599,4775.305806,4850.656209,17.47882779,118.1193406
8233.482747,4743.900467,4857.04952,17.1877826,118.9467838
8219.023478,4679.912791,4851.031616,17.36763366,120.7831724
8173.983887,4654.791117,4858.951416,17.0831518,121.5284602
8155.4505,4599.75532,4854.719076,17.26992021,123.2553865
8113.191162,4579.335561,4862.118286,17.05914721,123.866824
8835.336161,5942.320313,4650.645833,36.37341,72.24730085
8825.757782,5998.160197,4643.139608,37.12533608,68.28389366
8864.313583,6031.203593,4604.57369,40.02059766,67.52236854
8856.992879,6091.482503,4592.717367,39.48127764,71.82974811
8799.687286,5855.266134,4689.157959,33.44454083,78.83091869
8750.620483,5821.253601,4723.455688,31.03199791,80.57692008
8706.284032,5850.295695,4748.894572,33.69327294,84.97529758
8662.129679,5819.886597,4777.165609,29.18247924,87.97977855
8619.807088,5850.212077,4801.36495,30.77435855,90.00299773
8569.600779,5813.824239,4826.143595,24.95172654,98.6532913
8528.735352,5842.974019,4846.564453,24.10383223,97.87878677
8485.541158,5812.794169,4860.805135,17.89212026,105.2921846
8890.268506,5846.910604,4630.896403,35.40097705,77.21406138
8931.524348,5813.332804,4606.152059,37.10148949,80.64211516
8931.111725,5760.735942,4611.920044,36.95349623,83.24892414
8972.310548,5731.363993,4582.411702,38.65855452,85.17238039
8973.949295,5671.970744,4584.729248,38.61599546,86.07468395
9015.087836,5642.492493,4553.139282,39.1424108,86.60596558
9018.817465,5582.842204,4553.28715,39.15925438,85.90604112
9059.850991,5553.145589,4522.227417,38.4188372,85.22036009
9060.290786,5491.041158,4526.042236,38.42285086,85.08787433
9098.738993,5463.405467,4498.511882,37.10169227,83.60102162
9101.009715,5404.012207,4501.723185,37.10494101,83.82935867
9144.635429,5377.429881,4472.204427,35.65925013,82.31913607
9148.714333,5316.213735,4474.579427,35.59262662,83.87455364
9192.239792,5286.51711,4447.043823,34.08261552,82.06653104
9194.507304,5226.343318,4450.202799,33.95277365,84.76193131
9234.643163,5204.152802,4425.339193,32.77642724,83.26174945
9240.523392,5144.887207,4424.732218,33.0714373,86.67255288
9284.952922,5114.999847,4397.772176,31.80068358,86.03566407
9289.188822,5048.425049,4396.581095,31.71983281,90.47018197
9328.248566,5018.456856,4372.286377,31.72135192,90.47186722
9327.307027,4959.430822,4371.190308,31.80117246,94.80745421
9370.296377,4929.734197,4342.896566,32.07944945,95.05763024
9371.884277,4876.942131,4338.051514,32.26318914,98.68990633
9413.8467,4847.394119,4308.406942,33.23121346,99.43055568
9410.465424,4788.886403,4303.271484,33.17357076,102.2558204
9451.940348,4760.046361,4271.979411,34.37535637,103.0339089
9446.113586,4702.0613,4266.469035,34.61689901,104.1524518
9484.330353,4670.212555,4234.934408,35.46228052,104.7137444
9468.884806,4606.977641,4233.758993,35.54410535,105.8131789
9482.994039,4578.957855,4218.604858,35.54430437,105.813372
8884.187032,5906.048421,4624.066284,36.82042281,72.89858049
8917.544159,5932.189412,4592.551717,39.71202031,71.48796561
8962.191635,5904.620321,4563.493083,41.29461904,72.92882953
8128.741272,5818.933187,4904.360067,8.622967462,31.96366368
8062.046102,5846.934347,4907.791138,8.845001774,50.09370423
8057.363302,5904.362061,4900.824463,11.51470145,37.23118426
7994.992655,5936.641622,4907.696045,14.32438158,68.15594791
7991.700826,5996.97644,4901.962931,14.93423336,63.32343239
7935.904683,6029.212423,4916.658162,21.11694502,85.00434932
7938.109843,6088.960531,4914.655029,21.06028863,89.33641386
7895.737671,6124.474447,4934.095866,26.37511228,97.95170073
7903.444824,6183.547729,4936.166911,26.29049057,106.0497736
7858.681396,6212.229126,4961.390544,26.37906976,106.1092866
7858.552653,6267.091919,4969.556478,26.63270689,107.9938931
7806.101888,6297.22937,4991.045492,14.61071126,97.43310504
8129.721395,5762.140767,4910.049438,6.467431097,46.45594078
8062.809774,5730.510946,4920.042806,9.726102048,49.25532269
7999.361674,5759.890666,4926.496134,10.57460656,62.35260566
7952.570964,5723.163371,4937.469767,10.69487894,62.26132464
7908.179647,5753.960795,4943.371663,13.11187029,69.42890877
7867.174886,5724.973246,4953.91276,11.68414813,70.2007033
7806.937174,5760.901001,4964.841553,13.57625025,79.30332731
7765.572225,5730.419637,4975.451009,12.12106214,83.32697457
8195.059265,5732.205383,4905.931763,6.942270012,61.05530573
8191.40627,5671.261027,4909.776571,6.81860186,62.98168598
8125.859945,5641.71049,4919.425415,8.532487224,61.28220449
8125.678609,5582.347066,4923.071004,8.017017368,69.24850715
8067.568298,5559.753825,4932.348307,9.05866971,67.50202891
8067.413818,5500.540812,4935.233073,8.427643764,74.81493781
8022.834371,5471.306193,4942.970215,9.021150078,74.28011362
8028.680929,5404.9086,4944.234131,8.733005628,82.70328347
7987.569234,5375.439178,4951.217204,9.004576039,82.17000351
7991.018107,5315.674093,4951.249023,8.920442415,90.90255981
7938.69047,5285.958038,4959.564372,9.15276775,89.82616791
7938.734701,5226.352458,4959.038167,9.20661313,96.34388449
7875.331828,5196.697266,4968.755575,9.248954022,96.10642983
7875.409546,5137.142756,4967.197021,9.398816413,102.0630378
7810.024455,5108.789312,4976.825765,9.426127025,101.8792426
7810.137085,5049.253984,4974.290568,9.621902481,107.1763627
7765.635864,5050.241625,4981.548543,9.678346967,106.7113472
7765.422933,5020.039205,4980.102336,9.678598157,106.7092561
8258.242798,5762.09495,4898.904297,4.344004367,62.84311711
8256.034424,5822.00588,4897.229085,4.123037005,68.91190873
8315.619893,5850.15922,4893.547363,2.456521822,79.0632418
8315.559163,5909.57314,4894.159749,2.910638002,124.264331
8378.829366,5939.141764,4890.644491,4.709258819,90.02915992
8378.761963,5998.754659,4891.075928,4.776400961,99.79552882
8439.672028,6029.014303,4881.795247,11.89804043,70.96636293
8439.89035,6089.92452,4876.034587,13.02379996,59.17028412
8485.741496,6125.065796,4860.067139,19.20266289,59.08379159
8466.245066,6186.399577,4850.450968,22.96654202,40.32158299
8505.97581,6214.360392,4827.330933,28.33194724,41.59946468
8500.930033,6263.949788,4810.531982,26.34236215,45.63793715
8551.76,6296.326253,4775.464966,34.67787225,47.35762585
8191.870768,5848.908732,4898.567179,3.504982649,11.43664921
8188.281128,5907.141805,4893.314535,6.716461081,4.079166942
8252.384054,5939.652873,4892.588826,5.515237916,305.7931926
8252.151469,5999.471965,4887.948324,7.138620316,321.4533858
8315.259176,6029.005127,4889.950684,7.135875705,321.8524229
8315.030314,6089.673706,4882.050008,10.09937219,334.4378359
8378.751424,6120.333455,4877.414591,13.32426695,7.455043458
8378.723796,6166.850098,4867.333415,10.39768936,9.691684412
8420.366292,6197.774943,4856.33724,18.96198433,22.23978933
8378.092448,6229.145996,4848.351481,23.37631961,6.171683133
8379.216756,6272.901082,4832.462891,18.14500992,7.893351477
8316.646444,6299.720133,4828.541748,16.81100194,17.70938425
8665.618022,6001.12205,4769.215698,37.46351338,86.52837822
8666.800883,5941.72878,4770.888509,37.47107235,86.96169228
8621.35733,5909.703328,4801.659098,30.82390484,93.96400605
8616.338918,6085.882813,4798.264364,35.89169404,79.87912449
8620.02535,6028.045044,4801.270264,35.61121226,84.45783557
8577.292867,5998.348409,4829.927246,30.22409151,90.6737784
8577.441986,5939.399963,4828.64327,30.25962008,93.31983898
8535.026316,5909.058492,4848.769979,24.41487028,101.7843753
7852.885905,6094.329468,4950.821574,21.84845605,102.3692721
7809.9434,6122.918132,4969.344482,20.6522282,101.6145286
7808.031738,6181.744507,4977.842407,23.96398317,117.3616066
7767.723022,6204.651408,4994.299032,12.90345649,112.9593562
7765.921916,6265.273478,4999.336182,12.47373016,106.9268778
7743.805868,6293.741862,5005.850138,12.47323347,106.9274445
7743.805868,6324.128337,5007.894287,15.56114704,110.8020769
7847.148275,6028.420756,4949.222819,21.34101124,93.63005124
7800.598796,6001.734802,4964.14799,17.60945359,99.48771977
7766.02771,6031.384115,4976.414063,17.3465332,98.88023354
7887.794881,5998.817627,4934.500244,18.17788867,90.02925171
7889.585368,5945.811666,4934.911174,18.34508118,82.39913375
7848.796265,5916.425212,4948.345988,15.89938396,86.51937202
7855.590129,5857.651632,4948.701213,15.62077374,78.70247986
7807.250163,5821.29008,4962.415039,13.47996809,82.14316674
7783.36495,5790.450256,4969.110555,13.57625148,79.30329074
8157.404846,6119.152669,4861.435425,9.106847721,346.1795883
8111.387024,6125.456584,4863.260295,11.10597508,48.97659147
8101.509176,6183.965495,4859.537557,9.969779196,76.54612393
